,이름,우편번호,전화명,전화번호,상세 주소,지역,주소,위도,경도,개요,주최자 정보,주최자 연락처,주관사 정보,주관사 연락처,행사시작일,행사종료일,공연시간,행사장소,이벤트 홈페이지,이용요금,할인정보,관람소요시간,관람가능연령,예매처,행사장 위치안내,부대행사,프로그램,상세정보,진행형태,축제형태
10,태안 빛축제 2021,32158,태안꽃축제추진위원회,041-675-9200,남면 마검포길 200,충청남도 태안군,"충청남도 태안군 남면 마검포길 200
			",36.6151330244,126.29988078,일년 365일 연중무휴로 진행되는 태안빛축제가 대한민국의 밤하늘을 책임진다.,태안꽃축제추진위원회,041-675-9200,"네이처영농조합법인, 태안반도백합수출영농조합법인, 아다람농업회사법인",041-675-9200,20210101,20211231,"연중무휴 / 일몰 후 ~ 23:00 (동절기 22:30 , 11.01~01.31 22:00)",네이쳐월드,,"성인:9,000원, 청소년:7,000원, 청소년현장단체:7,000원, 단체:8,000원",,기간내자유,연령제한없음,,,,,"행사소개:일년 365일 연중무휴로 진행되는 태안빛축제가 대한민국의 밤하늘을 책임진다.
",선택안함,상시
11,칠갑산얼음분수축제 2021,33349,알프스마을 운영위원회,041-942-0797~8,정산면 천장호길 175-11,충청남도 청양군,"충청남도 청양군 정산면 천장호길 175-11
			",36.4094728367,126.91605291309999,"알프스마을에는 농업, 농촌 관광이 함께하는 마을, 여러분의 마음속의 스트레스를 해소하는 마을, 
새로운 에너지를 담아드리는 마을, 칠갑산알프스마을을 찾아보자.",알프스마을 운영위원회,041-942-0797~8,알프스마을,041-942-0797~8,20201224,20210221,09:00 ~ 17:00,알프스마을,,"입장권 : 5,000원<br>
썰매 이용권 : 주중 14,000원 / 주말 18,000원",,시간내 자유,전연령 가능함,,,,,"행사소개:알프스마을에는 농업, 농촌 관광이 함께하는 마을, 여러분의 마음속의 스트레스를 해소하는 마을, 
새로운 에너지를 담아드리는 마을, 칠갑산알프스마을을 찾아보자.
행사내용:눈썰매, 얼음썰매,봅슬레이,짚트랙,빙어잡기,깡통스키&열차
",선택안함,선택안함
12,대구패션페어 2021,41515,대구광역시,053-721-7432,엑스코로 10(산격동),대구광역시 북구,대구광역시 북구 엑스코로 10(산격동),35.9070383402,128.6131378604,"아시아 섬유패션의 모든 것을 한 자리에 총 망라한 국제적인 패션전문 전시회 &lt;대구패션페어&gt;가 대구 EXCO에서 개최된다. 패션디자이너, 마케터, 패션 및 문화계 관계자를 비롯하여 연간 15,000여명의 참관객이 방문하며 패션을 선도하는 브랜드, 디자이너들과 함께 최신 트랜드의 매력적인 패션 콘텐츠로 소통과 공감의 장을 제공한다. 아시아 패션 트랜드를 선도하는 수준 높은 콘텐츠와 패션페어 컬렉션 및 아시아 패션산업 포러 및 교류회 등 다양한 프로그램으로 섬유패션도시 대구의 명성을 이어하고 있다. 1:1 바이어 매칭 프로그램을 통해 효율적인 비즈니스 환경을 제공하며, 국내 브랜드가 새롭게 성장 할 수 있는 기회를 제공하고자 한다.",대구광역시,053-721-7432,한국패션산업연구원,053-721-7432,20210827,20210829,,"EXCO 3Hall(A,B), 3층 그랜드볼룸(A)",,무료,,기간내자유,연령제한없음,,,,,"행사소개:아시아 섬유패션의 모든 것을 한 자리에 총 망라한 국제적인 패션전문 전시회 &lt;대구패션페어&gt;가 대구 EXCO에서 개최된다. 패션디자이너, 마케터, 패션 및 문화계 관계자를 비롯하여 연간 15,000여명의 참관객이 방문하며 패션을 선도하는 브랜드, 디자이너들과 함께 최신 트랜드의 매력적인 패션 콘텐츠로 소통과 공감의 장을 제공한다. 아시아 패션 트랜드를 선도하는 수준 높은 콘텐츠와 패션페어 컬렉션 및 아시아 패션산업 포러 및 교류회 등 다양한 프로그램으로 섬유패션도시 대구의 명성을 이어하고 있다. 1:1 바이어 매칭 프로그램을 통해 효율적인 비즈니스 환경을 제공하며, 국내 브랜드가 새롭게 성장 할 수 있는 기회를 제공하고자 한다.
",선택안함,선택안함
13,"제주 허브동산 ""별빛놀이"" 2021",63628,제주 허브동산,064-787-7362~3,표선면 돈오름로 170,제주특별자치도 서귀포시,"제주특별자치도 서귀포시 표선면 돈오름로 170
			",33.329114980199996,126.81477120299999,"제주허브동산은 2006년 개관한 제주도 내 허브 1종 식물원이다. 2만 6000평의 대단지 농원에 150여종의 허브, 각양각색의 정원 등이 있다. 다양한 형태의 테마공원 뿐만 아니라 산책로, 허브Shop, 보타니카 카페, 황금족욕체험 시설, 귀신의 숲 등이 갖춰져 있어 연인들의 데이트 코스 및 가족 나들이 공간으로도 사랑 받고 있다. 2016년 약 500만개 이상의 조명과 3D 맵핑을 기반으로 한 멀티미디어쇼&nbsp; '미디어파사드' 공연으로 새롭게 단장한 이후부터는 야간명소 관광지로도 자리매김했다. 운영시간은 오전 9시부터 오후 10시까지이며 미디어 파사드 공연은 7시, 8시 2회 진행된다 (기상악화 및 기기오류 시 예고없이 취소될 수 있음)",제주 허브동산,064-787-7362~3,,064-787-7362~3,20210101,20211231,09:00 ~ 22:00,제주 허브동산 파크 내,,"입장료: 성인12,000원, 청소년10,000원, 어린이 9,000원, 경로10,000원<br>
황금족욕체험 (입장료별도) 12,000원<br>","제주도민 2천원 할인, 65세이상 ,군,경, 장애인8,000원, 단체시 1천원 할인",,,,,,,"행사소개:제주허브동산은 2006년 개관한 제주도 내 허브 1종 식물원이다. 2만 6000평의 대단지 농원에 150여종의 허브, 각양각색의 정원 등이 있다. 다양한 형태의 테마공원 뿐만 아니라 산책로, 허브Shop, 보타니카 카페, 황금족욕체험 시설, 귀신의 숲 등이 갖춰져 있어 연인들의 데이트 코스 및 가족 나들이 공간으로도 사랑 받고 있다. 2016년 약 500만개 이상의 조명과 3D 맵핑을 기반으로 한 멀티미디어쇼&nbsp; '미디어파사드' 공연으로 새롭게 단장한 이후부터는 야간명소 관광지로도 자리매김했다. 운영시간은 오전 9시부터 오후 10시까지이며 미디어 파사드 공연은 7시, 8시 2회 진행된다 (기상악화 및 기기오류 시 예고없이 취소될 수 있음)
행사내용:허브와 개구쟁이들, 3D 멀티미디어쇼, 황금족욕 체험, 비누만들기 체험, 그 외 각종 체험
",선택안함,상시
14,한림공원 매화축제 2021,63011,한림공원,064-796-0001,한림읍 한림로 300,제주특별자치도 제주시,"제주특별자치도 제주시 한림읍 한림로 300
			",33.3902018773,126.23974194959999,"매화 · 수선화정원에는 버드나무처럼 늘어지는 80년생 능수매화가 장관을 이루며, 20년 이상 된 백매화, 홍매화, 겹백매화, 겹홍매화, 청매화 등이 만발하여  한림공원을 방문한 관광객들에게 제주의 봄소식을 전하고 있다.

한림공원 매화정원에서 고고한 매화의 기품과 수선화 향기와 함께 성큼 다가온 봄의 기운을 만끽해 보자.",한림공원,064-796-0001,한림공원,064-796-0001,20210206,20210228,08:30~18:00,한림공원 매화정원,http://www.hallimpark.co.kr,"개인 : 일반 12,000원 / 경로 10,000원 / 청소년 8,000원 / 어린이 7,000원<br>단체 : 일반 10,000원 / 경로 9,000원 / 청소년 6,000원 / 어린이 5,500원",,시간내 자유,전연령 가능함,,,,,"행사소개:매화 · 수선화정원에는 버드나무처럼 늘어지는 80년생 능수매화가 장관을 이루며, 20년 이상 된 백매화, 홍매화, 겹백매화, 겹홍매화, 청매화 등이 만발하여  한림공원을 방문한 관광객들에게 제주의 봄소식을 전하고 있다.

한림공원 매화정원에서 고고한 매화의 기품과 수선화 향기와 함께 성큼 다가온 봄의 기운을 만끽해 보자.
행사내용:   - 매화 정원 개장
   - 매화 분재 전시회   / 장소 : 제주 석 · 분재원
   - 매화 시화전 / 장소 : 매화 정원 내
   - 매화꽃차, 매화쿠키, 매화비누   / 장소 : 매화정원
",선택안함,선택안함
15,[문화관광축제] 제주들불축제 2021,63039,제주시,064-728-2751~6,애월읍 봉성리 산59-8,제주 제주시,"제주 제주시 애월읍 봉성리 산59-8
			",33.367436813699996,126.35814883120001,"[축제소개]
제주들불축제는 제주도의 목축문화인 들불놓기(방애)를 현대적으로 재현한 제주도의 대표축제이다. 매년 3월 새별오름에서 펼쳐지는 제주들불축제에서는 오름(기생화산)에 들불을 놓아 밤 하늘을 붉게 수놓는다. 커다란 오름을 따라 붉은 불꽃이 일렁이는 모습은 그야말로 장관이다. 이 특별한 야경을 보기 위해 한국인들뿐 아니라 외국인들도 많이 찾고 있다. 들불놓기 이외에도 오름 전체를 대형스크린삼아 조명을 비추는 미디어 파사드쇼와 횃불 대행진, 화산섬 제주의 탄생을 의미하는 화산불꽃쇼 등 화려한 볼거리가 제공된다. 또한, 제주전통문화공연과 체험프로그램이 열리며 행사장 인근에 푸드트럭들이 모여 다양한 먹거리들을 맛볼 수 있다. 

[축제TIP] 들불놓기(방애)란?
매년 봄이 오기 전, 소와 말이 풀을 뜯어먹는 목초지에 불을 지펴 해묵은 풀과 해충, 진드기 등을 없애는 제주의 목축문화이다. 들불로 생긴 재는 비료로 사용하고 말끔하게 정리된 목초지에는 건강한 풀들이 자라났다고 한다.",제주시,064-728-2751~6,제주시관광축제추진협의회,064-728-2751~6,20210308,20210314,,제주시 애월읍 봉성리 새별오름(평화로변),,무료,,시간내 자유,전연령 가능함,,,,,"행사소개:[축제소개]
제주들불축제는 제주도의 목축문화인 들불놓기(방애)를 현대적으로 재현한 제주도의 대표축제이다. 매년 3월 새별오름에서 펼쳐지는 제주들불축제에서는 오름(기생화산)에 들불을 놓아 밤 하늘을 붉게 수놓는다. 커다란 오름을 따라 붉은 불꽃이 일렁이는 모습은 그야말로 장관이다. 이 특별한 야경을 보기 위해 한국인들뿐 아니라 외국인들도 많이 찾고 있다. 들불놓기 이외에도 오름 전체를 대형스크린삼아 조명을 비추는 미디어 파사드쇼와 횃불 대행진, 화산섬 제주의 탄생을 의미하는 화산불꽃쇼 등 화려한 볼거리가 제공된다. 또한, 제주전통문화공연과 체험프로그램이 열리며 행사장 인근에 푸드트럭들이 모여 다양한 먹거리들을 맛볼 수 있다. 

[축제TIP] 들불놓기(방애)란?
매년 봄이 오기 전, 소와 말이 풀을 뜯어먹는 목초지에 불을 지펴 해묵은 풀과 해충, 진드기 등을 없애는 제주의 목축문화이다. 들불로 생긴 재는 비료로 사용하고 말끔하게 정리된 목초지에는 건강한 풀들이 자라났다고 한다. 
행사내용:들불놓기 : 해충과 해묵은 풀을 없애는 제주의 옛 목축문화를 현대에 맞춰 진행한다.
불꽃놀이 : 다양한 불꽃 연출을 통한 화려하고 수준 높은 불꽃쇼를 선보인다.
소원달집 만들기 : 소망을 담을 달집을 만들어 본다.
제주전통문화공연 : 제주의 전통 문화를 담은 여러 공연이 펼쳐진다.
횃불 대행진 : 무사 안녕을 기원하며 횃불을 들고 새별오름을 오른다.
미디어 파사드쇼 : 새별오름을 비추는 미디어 쇼이다.
",선택안함,선택안함
16,"서대문, 1919 그날의 함성! 2021",03732,서대문구도시관리공단,02-360-8590,애월읍 봉성리 산59-8,제주 제주시,온라인개최(현저동),37.574575124,126.95561732370001,"끝나지 않은 100년의 외침<br>전 세계에 대한의 독립을 선포하고 온국민이 하나되어 전개하였던 3.1 독립만세운동을 시민과 함께 재현하고, 독립운동가의 자유와 평화 정신을 체험하고 공유하는 다양한 체험프로그램을 진행하여 시민들과 하나되는 화합의 장이 펼쳐지는 3.1절 기념 축제이다.",서대문구도시관리공단,02-360-8590,후원 : 국가보훈처,02-360-8590,20210222,20210301,,온라인개최,,무료,,기간내자유,전 연령 가능,,"* 지하철 : 3호선 독립문<br />
* 버스 : 99, N37, 471, 701",,,"행사소개:끝나지 않은 100년의 외침<br>전 세계에 대한의 독립을 선포하고 온국민이 하나되어 전개하였던 3.1 독립만세운동을 시민과 함께 재현하고, 독립운동가의 자유와 평화 정신을 체험하고 공유하는 다양한 체험프로그램을 진행하여 시민들과 하나되는 화합의 장이 펼쳐지는 3.1절 기념 축제이다.
행사내용:null
",선택안함,온라인
17,해운대 빛축제 2021,48094,해운대구,051-749-4061~3,"해운대해수욕장, 구남로 일원",부산광역시 해운대구,"부산광역시 해운대구 해운대해수욕장, 구남로 일원
			",35.1600603681,129.1610994719,"해운대의 대표적인 겨울축제로 자리매김하고 있는 '제7회 해운대 빛축제'가 2021년 2월 15일부터 2021년 3월 28일까지 개최된다. 

올해는 코로나19로 인해 '축제' 명칭은 내려놓고, '해운대, 희망의 빛 이야기'를 개최한다. 

해운대해수욕장, 구남로, 해운대시장, 온천길 일대를 빛으로 수놓으며, 코로나로 지친 국민에게 따스한 위로와 희망의 메시지를 전한다.

* 점등시간 18:30 ~ 22:00
※ 코로나19 상황에 따라 운영 여부 및 시간은 변경될 수 있음",해운대구,051-749-4061~3,"해운대구, 해운대빛문화추진위원회",051-749-4061~3,20210215,20210328,18:30~22:00,"해운대해수욕장, 해운대광장(구남로), 해운대시장, 온천길 일원",,무료,,기간내자유,전연령가능,,,,,"행사소개:해운대의 대표적인 겨울축제로 자리매김하고 있는 '제7회 해운대 빛축제'가 2021년 2월 15일부터 2021년 3월 28일까지 개최된다. 

올해는 코로나19로 인해 '축제' 명칭은 내려놓고, '해운대, 희망의 빛 이야기'를 개최한다. 

해운대해수욕장, 구남로, 해운대시장, 온천길 일대를 빛으로 수놓으며, 코로나로 지친 국민에게 따스한 위로와 희망의 메시지를 전한다.

* 점등시간 18:30 ~ 22:00
※ 코로나19 상황에 따라 운영 여부 및 시간은 변경될 수 있음
행사내용:※ 모든 행사 및 프로그램은 코로나19 확산 방지를 위해 미운영
",선택안함,선택안함
18,연극 라이어 (대학로),03084,(주)해피프로덕션,02-747-2070,대학로 144,서울특별시 종로구,"서울특별시 종로구 대학로 144
			",37.583983196999995,127.0020350484,"넘치는 관객의 웃음소리, 발 구르는 소리, 환호 소리. 기발한 발상으로 쉴 새 없이 터지는 폭소의 100분. 입소문을 넘어 대학로 소극장 공연의 정석이 된 국민연극 &lt;라이어&gt;. 관극은 습관이다. 처음 연극을 보거나 연극을 관람한 관객일수록 재밌고 쉬운 연극을 접해야한다고 생각한다. 처음 연극을 접했을 때, 즐겁고 재미있어야 그 사람이 자연스럽게 연극과 친해질 수 있다.<br>&lt;라이어&gt;는 연극 보는 즐거움을 확실히 심어줄것이다.이제 &lt;라이어&gt;는 대학생을 중심으로 한 젊은 관객층은 물론 직장인과 중년층 중, 고생에 이르기까지 모든 관객이 웃고, 즐길 수 있는 대중화된 연극이다.",(주)해피프로덕션,02-747-2070,,02-747-2070,20210101,20211231,오픈런,대학로 민송아트홀 1관,,"전석 35,000원",,100분,만 12세이상,* 인터파크 1544-1555,,,,"행사소개:넘치는 관객의 웃음소리, 발 구르는 소리, 환호 소리. 기발한 발상으로 쉴 새 없이 터지는 폭소의 100분. 입소문을 넘어 대학로 소극장 공연의 정석이 된 국민연극 &lt;라이어&gt;. 관극은 습관이다. 처음 연극을 보거나 연극을 관람한 관객일수록 재밌고 쉬운 연극을 접해야한다고 생각한다. 처음 연극을 접했을 때, 즐겁고 재미있어야 그 사람이 자연스럽게 연극과 친해질 수 있다.<br>&lt;라이어&gt;는 연극 보는 즐거움을 확실히 심어줄것이다.이제 &lt;라이어&gt;는 대학생을 중심으로 한 젊은 관객층은 물론 직장인과 중년층 중, 고생에 이르기까지 모든 관객이 웃고, 즐길 수 있는 대중화된 연극이다.
줄 거 리:윔블던과 스트리트햄에 메리와 바바라라는 두 부인을 두고 정확한 스케줄에 따라 두 집을 바쁘게 들락거리던 택시 운전사 존 스미스의 이중생활이 어느 
날 그가 가벼운 강도 사건에 휘말리면서 무너지기 시작한다. 존은 경찰서와 병원에 서로 다른 주소를 적어서, 그를 메리의 집까지 바래다 준 
트로우튼 경사의 의심을 사게 되고 당황한 존은 스케줄을 지키려고 바바라에게 갈 기회를 엿보지만 그의 영웅담이 신문에 사진과 함께 실리는 등 일은 
커지기만 한다. <br /><br />존은 그의 위층에 사는 실업자 친구 스탠리에게 사실을 고백하고 둘은 사건을 무마하기 위해 바바라와 메리의 집을 오가며 
동분서주 하지만 바바라의 집에도 포터하우스라는 경사가 찾아와 해명을 요구하는 등 상황은 더 꼬여간다. 스탠리는 그때 마다 임기웅변으로 농부 
흉내도 내고, 술과 마약을 하는 다섯 살짜리 문제아가 되기도 하다가, 존 스미스인 척도 하는 등 온갖 방법으로 존을 감싸려 하지만 오히려 
거짓말은 자꾸 이상한 거짓말을 낳고 급기야 존과 스탠리는 호모로까지 몰리는 상황이 된다. 화가 난 메리는 존을 찾아 바바라의 아파트로 간다. 
결국 마주치게 된 존의 두 부인 바바라와 메리는 존의 거짓말 때문에 서로를 수녀와 여장남자로 오해한다. 결국 바바라, 메리, 스탠리, 트로우튼 
경사, 포터하우스 경사와 바바라의 윗집에 사는 게이 바비 까지 뛰쳐 나가버리자 자포자기한 존은 모든 사실을 고백하지만, 오히려 그의 진실은 
거짓말이 되고 만다.<br>
",선택안함,상시
19,광주세계김치랜선축제 2020,61755,광주광역시,062-613-3955,대학로 144,서울특별시 종로구,"온라인개최
			",,,"<b>※ 코로나바이러스감염증-19 공지사항<br>※ 내용 : 온라인개최</b><br><u><a href=""https://korean.visitkorea.or.kr/notice/news_detail.do?nwsid=8cdd65e1-59f1-4904-8bc9-884001e40911"" title=""여행정보 변동사항 페이지로 이동"">→ 코로나바이러스감염증-19 여행정보 변동사항 확인하기</a></u><br><br>제27회 광주세계김치랜선축제는 온라인축제의 특성에 맞게 ‘집에서 광주김치를 클릭하세요!’라는 슬로건을 내걸고 11월 2일(월)부터 22일(일)까지 3주간 축제공식 홈페이지(www.kimchifestival.co.kr(10월 초 오픈예정)에서 개최된다. 이번 축제의 가장 큰 특징은 시간과 공간에 구애받지 않고 누구나 축제 참여가 가능하다는 점이다. 또한 축제 홈페이지내 다양한 프로그램 및 이벤트에 참여하고, 대통령상 및 장관상 수상자의 김장담그기 비법을 전수받으며, 축제기간 동안 시중가보다 저렴한 광주김치를 구매할 수 있다.",광주광역시,062-613-3955,광주세계김치축제위원회,062-613-3955,20201102,20201122,행사기간 내 상시가능,온라인개최,,무료,,기간내자유,전연령가능,,,,,"행사소개:<b>※ 코로나바이러스감염증-19 공지사항<br>※ 내용 : 온라인개최</b><br><u><a href=""https://korean.visitkorea.or.kr/notice/news_detail.do?nwsid=8cdd65e1-59f1-4904-8bc9-884001e40911"" title=""여행정보 변동사항 페이지로 이동"">→ 코로나바이러스감염증-19 여행정보 변동사항 확인하기</a></u><br><br>제27회 광주세계김치랜선축제는 온라인축제의 특성에 맞게 ‘집에서 광주김치를 클릭하세요!’라는 슬로건을 내걸고 11월 2일(월)부터 22일(일)까지 3주간 축제공식 홈페이지(www.kimchifestival.co.kr(10월 초 오픈예정)에서 개최된다. 이번 축제의 가장 큰 특징은 시간과 공간에 구애받지 않고 누구나 축제 참여가 가능하다는 점이다. 또한 축제 홈페이지내 다양한 프로그램 및 이벤트에 참여하고, 대통령상 및 장관상 수상자의 김장담그기 비법을 전수받으며, 축제기간 동안 시중가보다 저렴한 광주김치를 구매할 수 있다.  
행사내용:광주김치를 저렴한 가격에 온라인에서 판매하는 ""광주김치 랜선마켓""<br>김치를 활용한 이색요리 10종 레시피를 온라인 유투브 등에 제공하여 요리체험을 할수있는 ""이색김치요리 랜선교실""<br>대통령상 및 장관상 수상자들의 김치담그기 비법을 온라인으로 전수하는 ""명품김치 랜선특강""<br>온라인으로 서포터즈를 모집하여 김치먹방과 요리활동에 참여하는 ""광주김치 서포터즈""<br>광주세계김치 홈페이지에서 접수를 받아 축제기간 동안 진행되는 ""대한민국 김치경연대회""
",선택안함,선택안함
20,[문화관광축제] 임실N치즈축제 2021,55918,임실N치즈축제제전위원회,063-643-3900,성수면 도인2길 50(성수면),전라북도 임실군,전라북도 임실군 성수면 도인2길 50(성수면),35.632848674899996,127.30120569270001,"[축제소개] 
치즈의 고장 임실에서 펼쳐지는 임실N치즈축제는 하루 종일 고소한 치즈향과 함께하는 행복한 축제이다. 동화 속 세상 같은 아름다운 풍경을 자랑하는 임실치즈테마파크와 임실치즈마을에서 개최되며, 9개 테마 84개의 다채로운 프로그램으로 채워져 있다. 직접 치즈를 만들어보는 체험부터 치즈를 소재로한 쿠킹쇼나 어린이 공연, 화려한 EDM파티와 야간퍼레이드 등이 펼쳐진다. 축제기간 동안 임실군에서 생산된 신선하고 맛있는 음식과 특산물들도 판매한다.

[축제TIP] 임실치즈란?
1958년 벨기에에서 임실로 선교를 하러 온 지정환 신부님께서 임실의 지역 특산물로 만들기 위해 개발한 치즈이다. 임실의 청정한 자연환경에서 자란 건강한 소에서 얻은 우유와 무색소, 무향료, 무방부제로 만들어 HACCP인증을 받은 친환경 치즈로 사랑받고 있다.",임실N치즈축제제전위원회,063-643-3900,임실N치즈축제제전위원회,063-643-3900,20211007,20211010,,"임실치즈테마파크, 임실치즈마을 일원",,관람은 무료(프로그램 이용시 요금 발생),,기간내 자유,전연령 가능,,,,,"행사소개:[축제소개] 
치즈의 고장 임실에서 펼쳐지는 임실N치즈축제는 하루 종일 고소한 치즈향과 함께하는 행복한 축제이다. 동화 속 세상 같은 아름다운 풍경을 자랑하는 임실치즈테마파크와 임실치즈마을에서 개최되며, 9개 테마 84개의 다채로운 프로그램으로 채워져 있다. 직접 치즈를 만들어보는 체험부터 치즈를 소재로한 쿠킹쇼나 어린이 공연, 화려한 EDM파티와 야간퍼레이드 등이 펼쳐진다. 축제기간 동안 임실군에서 생산된 신선하고 맛있는 음식과 특산물들도 판매한다.

[축제TIP] 임실치즈란?
1958년 벨기에에서 임실로 선교를 하러 온 지정환 신부님께서 임실의 지역 특산물로 만들기 위해 개발한 치즈이다. 임실의 청정한 자연환경에서 자란 건강한 소에서 얻은 우유와 무색소, 무향료, 무방부제로 만들어 HACCP인증을 받은 친환경 치즈로 사랑받고 있다.
행사내용:풍성 치즈마을 체험 : 어린이들을 위한 체험행사 장소로 임실n치즈 전국 어린이 요리경연대회와 우유 먹은 메기잡기, 치즈팡팡, 어린이 치즈 인형극 등의 다양한 프로그램들이 준비되어 있다.
국가대표 왕 치즈피자 만들기 : 지름8mm의 대형 국가대표급 왕 치즈 피자를 만드는 요리체험 프로그램이다.
우유드림 행복드림 퍼레이드 : 전문 외국인 무용단이 유럽풍 의상의 치즈요정들과 함께 이색적인 춤을 선보이는 퍼레이드이다.
",선택안함,선택안함
